Tag(English),Tag(Japanese)
honma_meiko,本間芽衣子
kazano_hiori,風野灯織
rydia_(ff4),リディア(FF4)
katou_asuka,加藤明日香
hozuki_momiji,鬼灯もみじ
hoshino_fumina,星野ふみな
caenis_(fate),カイニス(Fate)
shiori_novella,シオリ・ノヴェラ
medea_(fate),メディア(Fate)
namazuo_toushirou,鯰尾藤四郎
marcille_donato,マルシル・ドナート
seia_(blue_archive),セイア(ブルーアーカイブ)
jaguar_(kemono_friends),ジャガー(けものフレンズ)
momozono_love,桃園ラブ
furutani_himawari,古谷向日葵
hoshimiya_ichigo,星宮いちご
alear_(fire_emblem),リュール(ファイアーエムブレム)
silica,シリカ
boudica_(fate),ブーディカ(Fate)
smart_falcon_(umamusume),スマートファルコン(ウマ娘)
dehya_(genshin_impact),ディシア(原神)
blaze_the_cat,ブレイズ・ザ・キャット
murasaki_shion_(1st_costume),紫咲シオン(初期衣装)
white_mage,白魔道士
shadow_the_hedgehog,シャドウ・ザ・ヘッジホッグ
sailor_mars,セーラーマーズ
armin_arlert,アルミン・アルレルト
arisugawa_natsuha,有栖川夏葉
akiyama_mizuki,暁山瑞希
saitama_(one-punch_man),サイタマ(ワンパンマン)
shidare_hotaru,枝垂ほたる
tenkyuu_chimata,天弓千亦
hilichurl_(genshin_impact),ヒルチャール(原神)
green_(pokemon),グリーン(ポケモン)
mountain_(arknights),マウンテン(アークナイツ)
nanachi_(made_in_abyss),ナナチ(メイドインアビス)
shigure_ui_(vtuber),しぐれうい(vtuber)
moona_hoshinova,ムーナ・ホシノヴァ
lucas_(pokemon),コウキ(ポケモン)
honebami_toushirou,骨喰藤四郎
enkidu_(fate),エルキドゥ(Fate)
ivan_karelin,イワン・カレリン
kazama_iroha_(1st_costume),風真いろは(初期衣装)
shinano_(azur_lane),信濃(アズールレーン)
akane_(blue_archive),アカネ(ブルーアーカイブ)
sprigatito,ニャオハ
meisho_doto_(umamusume),メイショウドトウ(ウマ娘)
kohaku_(tsukihime),琥珀(月姫)
zara_(azur_lane),ザラ(アズールレーン)
kusanagi_motoko,草薙素子
nakamura_yuri,中村ゆり
mikuma_(kancolle),三隈(艦これ)
backbeako,バックベアード
takasaki_yuu,高咲侑
kozakura_marry,小桜茉莉
rosaria_(genshin_impact),ロサリア(原神)
ichikawa_hinana,市川雛菜
yuuki_haru,結城晴
pipimi,ピピ美
midare_toushirou,乱藤四郎
bede_(pokemon),ビート(ポケモン)
kyouka_(princess_connect!),キョウカ(プリンセスコネクト!)
sabrina_(pokemon),ナツメ(ポケモン)
hatsushimo_(kancolle),初霜(艦これ)
uzaki_hana,宇崎花
reines_el-melloi_archisorte,ライネス・エルメロイ・アーチゾルテ
tohsaka_tokiomi,遠坂時臣
xiangling_(genshin_impact),香菱(原神)
nagi_(kannagi),ナギ(かんなぎ)
nemoto_hina,根本陽菜
sussurro_(arknights),ススーロ(アークナイツ)
chitose_(kancolle),千歳(艦これ)
i-26_(kancolle),伊26(艦これ)
rabbit_yukine,ラビットユキネ
amane_kanata_(1st_costume),天音かなた(初期衣装)
leafeon,リーフィア
emperor_penguin_(kemono_friends),コウテイペンギン(けものフレンズ)
wakamo_(blue_archive),ワカモ(ブルーアーカイブ)
meowth,ニャース
karna_(fate),カルナ(Fate)
zara_(kancolle),ザラ(艦これ)
tsukuyomi_shirabe,月読調
minamoto_sakura,源さくら
kururugi_suzaku,枢木スザク
sento_isuzu,千斗いすず
haruna_kai_ni_(kancolle),榛名改二(艦これ)
frisk_(undertale),フリスク(Undertale)
minamoto_no_raikou_(swimsuit_lancer)_(fate),源頼光(水着ランサー)(Fate)
sasaki_saku,佐々木咲
kawashima_momo,川島桃
kitazawa_shiho,北沢志保
braixen,テールナー
takeba_yukari,岳羽ゆかり
ta-class_battleship,た級戦艦
ryoumen_sukuna_(jujutsu_kaisen),両面宿儺(呪術廻戦)
sora_harewataru,ソラ・ハレワタール
tsuruya,鶴屋さん
guido_mista,グイード・ミスタ
fumizuki_(kancolle),文月(艦これ)
celestia_ludenberg,セレスティア・ルーデンベルク
eimi_(blue_archive),エイミ(ブルーアーカイブ)
yui_(angel_beats!),ユイ(Angel Beats!)
kamikita_komari,神北小毬
sora_(kingdom_hearts),ソラ(キングダムハーツ)
micaiah_(fire_emblem),ミカヤ(ファイアーエムブレム)
hatsukaze_(kancolle),初風(艦これ)
saniwa_(touken_ranbu),審神者(刀剣乱舞)
mizuno_ai,水野愛
chikuma_(kancolle),筑摩(艦これ)
m200_(girls'_frontline),M200(ドールズフロントライン)
ru-class_battleship,ル級戦艦
matoba_risa,的場梨沙
kongou_kai_ni_(kancolle),金剛改二(艦これ)
suzuhara_lulu,鈴原るる
watatsuki_no_toyohime,綿月豊姫
fu_hua_(herrscher_of_sentience),符華(識の律者)
fine_motion_(umamusume),ファインモーション(ウマ娘)
arjuna_(fate),アルジュナ(Fate)
kazagumo_(kancolle),風雲(艦これ)
vikala_(granblue_fantasy),ビカラ(グランブルーファンタジー)
inuyama_aoi,犬山あおい
hayasui_(kancolle),速吸(艦これ)
himari_(blue_archive),ヒマリ(ブルーアーカイブ)
nemona_(pokemon),ネモ(ポケモン)
koharu_(swimsuit)_(blue_archive),コハル(水着)(ブルーアーカイブ)
passionlip_(fate),パッションリップ(Fate)
yamashiro_(azur_lane),山城(アズールレーン)
artoria_pendragon_(alter_swimsuit_rider)_(second_ascension)_(fate),アルトリア・ペンドラゴン(オルタ水着ライダー)(第二再臨)(Fate)
frankenstein's_monster_(fate),フランケンシュタイン(Fate)
kako_(kancolle),加古(艦これ)
neuvillette_(genshin_impact),ヌヴィレット(原神)
kurosaki_ichigo,黒崎一護
pearl_(splatoon),ヒメ(スプラトゥーン)
ouro_kronii_(1st_costume),オーロ・クロニー(初期衣装)
baiken,梅喧
yuuki_mikan,結城美柑
tepig,ポカブ
kuki_shinobu,久岐忍
leon_s._kennedy,レオン・S・ケネディ
elaina_(majo_no_tabitabi),イレイナ(魔女の旅々)
azura_(fire_emblem),アクア(ファイアーエムブレム)
tomoe_hotaru,土萌ほたる
mioda_ibuki,澪田唯吹
medb_(fate),女王メイヴ(Fate)
popplio,アシマリ
nonomi_(swimsuit)_(blue_archive),ノノミ(水着)(ブルーアーカイブ)
dante_(devil_may_cry),ダンテ(デビルメイクライ)
cure_black,キュアブラック
carpaccio_(girls_und_panzer),カルパッチョ(ガールズ&パンツァー)
mega_man_(character),ロックマン(キャラクター)
jirou_kyouka,耳郎響香
nowaki_(kancolle),野分(艦これ)
lucoa_(maidragon),ルコア(小林さんちのメイドラゴン)
caelus_(honkai:_star_rail),カフカ(崩壊:スターレイル)
xuangzang_sanzang_(fate),玄奘三蔵(Fate)
grookey,サルノリ
super_creek_(umamusume),スーパークリーク(ウマ娘)
mejiro_dober_(umamusume),メジロドーベル(ウマ娘)
backbeard,バックベアード
america_(hetalia),アメリカ(ヘタリア)
narita_taishin_(umamusume),ナリタタイシン(ウマ娘)
yin_(darker_than_black),銀(DARKER THAN BLACK)
littorio_(kancolle),リットリオ(艦これ)
sucrose_(genshin_impact),スクロース(原神)
torchic,アチャモ
squall_leonhart,スコール・レオンハート
matsumoto_rangiku,松本乱菊
albedo_(overlord),アルベド(オーバーロード)
gwen_(league_of_legends),グウェン(リーグ・オブ・レジェンド)
millia_rage,ミリア・レイジ
rosmontis_(arknights),ロズモンティス(アークナイツ)
nu-13,ニュー・サーティーン
lucy_(cyberpunk),ルーシー(サイバーパンク)
huang_baoling,黄宝鈴
diona_(genshin_impact),ディオナ(原神)
t.m._opera_o_(umamusume),テイエムオペラオー(ウマ娘)
isabelle_(animal_crossing),しずえ(どうぶつの森)
isekai_joucho,異世界情緒
killua_zoldyck,キルア＝ゾルディック
chris_redfield,クリス・レッドフィールド
maizono_sayaka,舞園さやか
mochizuki_(kancolle),望月(艦これ)
tsushima_(kancolle),対馬(艦これ)
nate_(pokemon),キョウヘイ(ポケモン)
pharah_(overwatch),ファラ(オーバーウォッチ)
kieran_(pokemon),スグリ(ポケモン)
izumi-no-kami_kanesada,和泉守兼定
silence_(arknights),サイレンス(アークナイツ)
cure_sunshine,キュアサンシャイン
medjed_(fate),メジェド(Fate)
lynette_(genshin_impact),リネット(原神)
kazanari_tsubasa,風鳴翼
merlin_(fate),マーリン(Fate)
luo_xiaohei,羅小黒
hoshino_ruby,星野ルビー
marth_(fire_emblem),マルス(ファイアーエムブレム)
kamukura_izuru,カムクライズル
yoroizuka_mizore,鎧塚みぞれ
miyamizu_mitsuha,宮水三葉
kaneki_ken,金木研
hayasaka_ai,早坂愛
ceobe_(arknights),チェン(アークナイツ)
slaine_troyard,スレイン・トロイヤード
takanami_(kancolle),高波(艦これ)
boa_hancock,ボア・ハンコック
fujisaki_chihiro,不二咲千尋
a2_(nier:automata),A2(ニーア オートマタ)
eve_(elsword),イヴ(エルソード)
berserker_(fate/zero),バーサーカー(Fate/Zero)
cure_beauty,キュアビューティ
yumi_(senran_kagura),夕美(閃乱カグラ)
prinz_eugen_(unfading_smile)_(azur_lane),プリンツ・オイゲン(アズールレーン)
alina_gray,アリナ・グレイ
hyakumantenbara_salome,壱百万天原サロメ
monomi_(danganronpa),モノミ(ダンガンロンパ)
justice_(helltaker),ジャスティス(ヘルテイカー)
neru_(bunny)_(blue_archive),ネル(バニー)(ブルーアーカイブ)
intrepid_(kancolle),イントレピッド(艦これ)
raphtalia,ラフタリア
florian_(pokemon),ハルト(ポケモン)
cure_blossom,キュアブロッサム
blaze_(arknights),ブレイズ(アークナイツ)
goh_(pokemon),ゴウ(ポケモン)
katou_megumi,加藤恵
racing_miku,レーシングミク
finana_ryugu,フィナーナ・竜宮
kos-mos,KOS-MOS
steven_stone,ダイゴ(ポケモン)
ifrit_(arknights),イフリート(アークナイツ)
izumi_mei,和泉明
ib_(ib),イヴ(Ib)
spider-gwen,スパイダーグウェン
sailor_jupiter,セーラージュピター
jill_valentine,ジル・バレンタイン
estellise_sidos_heurassein,エステル(テイルズ オブ ヴェスペリア)
calem_(pokemon),カルム(ポケモン)
scathach_(swimsuit_assassin)_(fate),スカサハ(水着アサシン)(Fate)
nursery_rhyme_(fate),ナーサリー・ライム(Fate)
kishinami_hakuno_(female),岸波白野(女)
nia_(blade)_(xenoblade),ニア(ブレイド)(ゼノブレイド)
sajo_yukimi,佐城雪美
tsukumo_yatsuhashi,九十九八橋
uryuu_ryuunosuke,雨竜龍之介
mitake_ran,美竹蘭
platinum_(arknights),プラチナ(アークナイツ)
anis_(nikke),アニス(ニケ)
fukuzawa_yumi,福沢祐巳
winry_rockbell,ウィンリィ・ロックベル
kars_(jojo),カーズ(ジョジョ)
flareon,ブースター
sucy_manbavaran,スーシィ・マンババラン
makabe_mizuki,真壁瑞希
nagato_(azur_lane),長門(アズールレーン)
bernadetta_von_varley,ベルナデッタ=フォン=ヴァーリ
cheshire_(azur_lane),チェシャー(アズールレーン)
zidane_tribal,ジタン・トライバル
toon_link,トゥーンリンク
tada_riina,多田李衣菜
hoshino_aquamarine,星野アクアマリン
violet_evergarden,ヴァイオレット・エヴァーガーデン
swire_(arknights),スワイヤー(アークナイツ)
nearl_(arknights),ニアール(アークナイツ)
jirachi,ジラーチ
sorceress_(dragon's_crown),ソーサレス(ドラゴンズクラウン)
nakasu_kasumi,中須かすみ
kula_diamond,クーラ・ダイアモンド
lux_(league_of_legends),ラックス(リーグ・オブ・レジェンド)
roma_(kancolle),ローマ(艦これ)
rachel_alucard,レイチェル＝アルカード
kisaragi_shintarou,如月シンタロー
eris_greyrat,エリス・グレイラット
garchomp,ガブリアス
ferry_(granblue_fantasy),フェリー(グランブルーファンタジー)
roxy_migurdia,ロキシー・ミグルディア
claude_von_riegan,クロード=フォン=リーガン
abigail_williams_(traveling_outfit)_(fate),アビゲイル・ウィリアムズ(トラベル衣装)(Fate)
hinaichigo,雛苺
trunks_(dragon_ball),トランクス(ドラゴンボール)
astolfo_(sailor_paladin)_(fate),アストルフォ(セイラーパラディン)(Fate)
okumura_haru,奥村春
subaru_nakajima,スバル・ナカジマ
collei_(genshin_impact),コレイ(原神)
zero_(mega_man),ゼロ(ロックマン)
nakiri_ayame_(1st_costume),百鬼あやめ(初期衣装)
takeda_harumi_(shiromanta),武田晴海(しろまんた)
suzukaze_aoba,涼風青葉
ro635_(girls'_frontline),RO635(ドールズフロントライン)
clumsy_nun_(diva),ドジっ子シスター
daitaku_helios_(umamusume),ダイタクヘリオス(ウマ娘)
meta_knight,メタナイト
komaki_manaka,小牧愛佳
kino_(kino_no_tabi),キノ(キノの旅)
sakurajima_mai,桜島麻衣
sanageyama_uzu,猿投山渦
dorothea_arnault,ドロテア=アールノート
raven_(dc),レイブン(DC)
murasame_kai_ni_(kancolle),村雨改二(艦これ)
okazaki_yumemi,岡崎夢美
cheren_(pokemon),チェレン(ポケモン)
clarisse_(granblue_fantasy),クラリス(グランブルーファンタジー)
rimuru_tempest,リムル・テンペスト
jingei_(kancolle),迅鯨(艦これ)
horikawa_kunihiro,堀川国広
garnet_til_alexandros_xvii,ガーネット・ティル・アレクサンドロス17世
kujou_karen,九条カレン
yunyun_(konosuba),ゆんゆん(このすば)
king_hassan_(fate),山の翁(Fate)
len_(tsukihime),レン(月姫)
slime_(dragon_quest),スライム(ドラゴンクエスト)
ushiromiya_maria,右代宮真里亞
sweep_tosho_(umamusume),スイープトウショウ(ウマ娘)
guts_(berserk),ガッツ(ベルセルク)
purah,プルア
protagonist_3_(housamo),主人公3(放サモ)
crewmate_(among_us),クルーメイト(Among Us)
florence_nightingale_(trick_or_treatment)_(fate),ナイチンゲール(トリック・オア・トリートメント)(Fate)
pramanix_(arknights),プラマニクス(アークナイツ)
yamagumo_(kancolle),山雲(艦これ)
tenjouin_asuka,天上院明日香
mudkip,ミズゴロウ
amagi_(azur_lane),天城(アズールレーン)
kiriya_aoi,霧矢あおい
akitsushima_(kancolle),秋津洲(艦これ)
yoisaki_kanade,宵崎奏
blade_(honkai:_star_rail),ブレイド(崩壊:スターレイル)
dimitri_alexandre_blaiddyd,ディミトリ=アレクサンドル=ブレーダッド
alphonse_elric,アルフォンス・エルリック
kitashirakawa_tamako,北白川たまこ
jack-o'_valentine,ジャック・オー＝ヴァレンタイン
godzilla,ゴジラ
cure_happy,キュアハッピー
manabe_nodoka,真鍋和
sawa_azusa,澤梓
taneshima_popura,種島ぽぷら
murata_himeko,ムラタ・ヒメコ
ichigo_(darling_in_the_franxx),イチゴ(ダーリン・イン・ザ・フランキス)
new_jersey_(azur_lane),ニュージャージー(アズールレーン)
ibuki_fuuko,伊吹風子
arle_nadja,アルル・ナジャ
momo_velia_deviluke,モモ・ベリア・デビルーク
yuuki_(sao),ユウキ(SAO)
aki_rosenthal,アキ・ローゼンタール
japan_(hetalia),日本(ヘタリア)
yukoku_kiriko,幽谷霧子
pavolia_reine,パヴォリア・レイネ
arataki_itto,荒瀧一斗
chikorita,チコリータ
araragi_karen,阿良々木火憐
haruka_(blue_archive),ハルカ(ブルーアーカイブ)
rouge_the_bat,ルージュ・ザ・バット
kuzuha_(nijisanji),葛葉(にじさんじ)
mio_(xenoblade),ミオ(ゼノブレイド)
cure_march,キュアマーチ
ryuzaki_kaoru,龍崎薫
ousaka_shizuku,桜坂しずく
miyamoto_musashi_(swimsuit_berserker)_(second_ascension)_(fate),宮本武蔵(水着バーサーカー)(第二再臨)(Fate)
cure_melody,キュアメロディ
miia_(monster_musume),ミーア(モンスター娘のいる日常)
utage_(arknights),ウタゲ(アークナイツ)
yuna_(ff10),ユウナ(FF10)
ilulu_(maidragon),イルル(小林さんちのメイドラゴン)
rengoku_kyoujurou,煉獄杏寿郎
ame-chan_(needy_girl_overdose),あめちゃん(NEEDY GIRL OVERDOSE)
kooh,クー(グランドチェイス)
misaka_imouto,御坂妹
pit_(kid_icarus),ピット(パルテナの鏡)
tails_(sonic),テイルス(ソニック)
aozaki_aoko,蒼崎青子
shirayuki_hime,白雪姫
cu_chulainn_alter_(fate),クー・フーリン・オルタ(Fate)
yotsuba_alice,四葉ありす
shirogane_noel_(1st_costume),白銀ノエル(初期衣装)
kusanagi_nene,草薙寧々
meltryllis_(swimsuit_lancer)_(first_ascension)_(fate),メルトリリス(水着ランサー)(第一再臨)(Fate)
justice_task_force_member_(blue_archive),正義実現委員会(ブルーアーカイブ)
yuuki_(princess_connect!),ユウキ(プリンセスコネクト!)
ishmael_(project_moon),イシュメール(プロジェクトムーン)
tohno_shiki,遠野志貴
damian_desmond,ダミアン・デズモンド
kamishiro_rui,神代類
hisui_(tsukihime),翡翠(月姫)
tendou_akane,天道あかね
izayoi_aki,十六夜アキ
employee_(project_moon),職員(プロジェクトムーン)
yumehara_nozomi,夢原のぞみ
aisha_landar,アイシャ・ランダー
yuri_plisetsky,ユーリ・プリセツキー
lion_(kemono_friends),ライオン(けものフレンズ)
yui_(princess_connect!),ユイ(プリンセスコネクト!)
iroha_(samurai_spirits),いろは(サムライスピリッツ)
euryale_(fate),エウリュアレ(Fate)
marie_rose,マリー・ローズ
merlin_(fate/prototype),プロトマーリン
lulu_(league_of_legends),ルル(リーグ・オブ・レジェンド)
nanao_yuriko,七尾百合子
danua,ダヌア
hornet_(kancolle),ホーネット(艦これ)
kasaki_nozomi,傘木希美
nekomusume_(gegege_no_kitarou_6),猫娘(ゲゲゲの鬼太郎 第6作)
annie_leonhart,アニ・レオンハート
pichu,ピチュー
spider-man,スパイダーマン
shibuya_kanon,澁谷かのん
miss_cloud,ミス・クラウド
ogata_chieri,緒方智絵里
cerberus_(helltaker),ケルベロス(ヘルテイカー)
enna_alouette,エナー・アルエット
shampoo_(ranma_1/2),シャンプー(らんま1/2)
united_kingdom_(hetalia),イギリス(ヘタリア)
kohinata_miho,小日向美穂
saotome_alto,早乙女アルト
himejima_akeno,姫島朱乃
mordred_(memories_at_trifas)_(fate),モードレッド(Apocrypha)(Fate)
y'shtola_rhul,ヤ・シュトラ・ルル
captain_(kemono_friends),隊長(けものフレンズ)
magical_ruby,マジカルルビー
kayneth_el-melloi_archibald,ケイネス・エルメロイ・アーチボルト
mukai_takumi,向井拓海
lyria_(granblue_fantasy),ルリア(グランブルーファンタジー)
miyako_(swimsuit)_(blue_archive),ミヤコ(水着)(ブルーアーカイブ)
ganondorf,ガノンドロフ
amagi_(kancolle),天城(艦これ)
zabaniyya_(housamo),ザバーニーヤ(放サモ)
momoe_nagisa,百江なぎさ
priest_(ragnarok_online),プリースト(ラグナロクオンライン)
lucy_heartfilia,ルーシィ・ハートフィリア
narancia_ghirga,ナランチャ・ギルガ
maka_albarn,マカ・アルバーン
karina_lyle,カリナ・ライル
samuel_b._roberts_(kancolle),サミュエル・B・ロバーツ(艦これ)
gorou_(genshin_impact),ゴロー(原神)
arthur_pendragon_(fate),アーサー・ペンドラゴン(Fate)
airfield_princess,飛行場姫
oktavia_von_seckendorff,オクタヴィア・フォン・ゼッケンドルフ
natsu_(blue_archive),ナツ(ブルーアーカイブ)
eunie_(xenoblade),ユーニ(ゼノブレイド)
cure_white,キュアホワイト
sol_badguy,ソル・バッドガイ
okabe_rintarou,岡部倫太郎
yokoyama_nao,横山奈緒
vash_the_stampede,ヴァッシュ・ザ・スタンピード
katsura_hinagiku,桂ヒナギク
alice_zuberg,アリス・ツーベルク
commandant_teste_(kancolle),コマンダン・テスト(艦これ)
shizuka_rin,静凛
wakan_tanka,ワカンタンカ
yozora_mel,夜空メル
ghost_(modern_warfare_2),ゴースト(モダン・ウォーフェア2)
asahina_mirai,朝日奈みらい
tsunomaki_watame_(1st_costume),角巻わため(1st衣装)
helltaker_(character),ヘルテイカー(キャラクター)
kondou_taeko,近藤妙子
humboldt_penguin_(kemono_friends),フンボルトペンギン(けものフレンズ)
cinderace,エースバーン
toudou_shimako,藤堂志摩子
assassin_(fate/zero),アサシン(Fate/Zero)
ten'ou_haruka,天王はるか
lenna_charlotte_tycoon,レナ・シャルロット・タイクーン
type_95_(girls'_frontline),95式(ドールズフロントライン)
allister_(pokemon),オニオン(ポケモン)
tsubaki_(blue_archive),ツバキ(ブルーアーカイブ)
caitlyn_(league_of_legends),ケイトリン(リーグ・オブ・レジェンズ)
thoma_(genshin_impact),トーマ(原神)
ness_(mother_2),ネス(マザー2)
eva_02,エヴァ2号機
gwen_stacy,グウェン・ステイシー
doujima_nanako,堂島菜々子
kinu_(kancolle),鬼怒(艦これ)
sagiri_(kancolle),狭霧(艦これ)
shishio_chris,獅子王クリス
lei_lei,レイレイ
aki_(girls_und_panzer),アキ(ガールズ&パンツァー)
dhole_(kemono_friends),ドール(けものフレンズ)
suomi_(girls'_frontline),Suomi(ドールズフロントライン)
graf_zeppelin_(azur_lane),グラーフ・ツェッペリン(アズールレーン)
air_shakur_(umamusume),エアシャカール(ウマ娘)
tony_tony_chopper,トニートニー・チョッパー
kageyama_shigeo,影山茂夫
corrin_(male)_(fire_emblem),カムイ(男)(ファイアーエムブレム)
sado_(kancolle),佐渡(艦これ)
moe_(blue_archive),モエ(ブルーアーカイブ)
star_platinum,スタープラチナ
yuuki_juudai,遊城十代
furudo_erika,古戸ヱリカ
hammann_(azur_lane),ハムマン(アズールレーン)
phoenix_wright,成歩堂龍一
yusa_kozue,遊佐こずえ
alear_(female)_(fire_emblem),リュール(女)(ファイアーエムブレム)
aragaki_ayase,新垣あやせ
anjou_naruko,安城鳴子
oshino_ougi,忍野扇
vane_(granblue_fantasy),ランスロット(グランブルーファンタジー)
sakura_miko_(casual),さくらみこ(私服)
mitaka_asa,三鷹アサ
sugimoto_saichi,杉元佐一
litten,ニャビー
ryugasaki_rene,竜ヶ崎レネ
yorumi_rena,夜見れな
bianca_(dq5),ビアンカ(DQ5)
kirlia,キルリア
kousaka_kyousuke,高坂京介
sugiura_ayano,杉浦綾乃
reisa_(blue_archive),レイサ(ブルーアーカイブ)
miyu_(swimsuit)_(blue_archive),ミユ(水着)(ブルーアーカイブ)
kanbaru_suruga,神原駿河
aquila_(kancolle),アクィラ(艦これ)
nadia_la_arwall,ナディア・ラ・アルウォール
lala_satalin_deviluke,ララ・サタリン・デビルーク
kira_yoshikage,吉良吉影
kurokawa_eren,黒川エレン
zundamon,ずんだもん
basil_(omori),バジル(OMORI)
aegir_(azur_lane),エーギル(アズールレーン)
sister_claire,シスター・クレア
cleveland_(azur_lane),クリーブランド(アズールレーン)
tomimi_(arknights),トミミ(アークナイツ)
faris_scherwiz,ファリス・シェリー
vira_(granblue_fantasy),ヴィーラ(グランブルーファンタジー)
hau_(pokemon),ハウ(ポケモン)
ookami_mio_(3rd_costume),大神ミオ(3rd衣装)
crystalfly_(genshin_impact),晶蝶(原神)
sonia_nevermind,ソニア・ネバーマインド
hatsuharu_(kancolle),初春(艦これ)
chocobo,チョコボ
shindou_takuto,神童拓人
matsuwa_(kancolle),松輪(艦これ)
taihou_(enraptured_companion)_(azur_lane),大鳳(春の誘惑)(アズールレーン)
galo_thymos,ガロ・ティモス
vi_(league_of_legends),ヴァイ(リーグ・オブ・レジェンズ)
kazama_asuka,風間飛鳥
keith_goodman,キース・グッドマン
tiki_(adult)_(fire_emblem),チキ(大人)(ファイアーエムブレム)
himemushi_momoyo,姫虫百々世
kiss-shot_acerola-orion_heart-under-blade,キスショット・アセロラオリオン・ハートアンダーブレード
aino_megumi,愛乃めぐみ
ingrid_brandl_galatea,イングリット＝ブランドル＝ガラテア
lord_el-melloi_ii,ロード・エルメロイⅡ世
maria_cadenzavna_eve,マリア・カデンツァヴナ・イヴ
froggy_nun_(diva),カエル修道女(diva)
revy_(black_lagoon),レヴィ(ブラック・ラグーン)
hotarumaru,蛍丸
arven_(pokemon),ペパー(ポケモン)
hunter_(bloodborne),狩人(ブラッドボーン)
ogata_hyakunosuke,尾形百之助
luma_(mario),チコ(マリオ)
roy_(fire_emblem),ロイ(ファイアーエムブレム)
kobayakawa_sae,小早川紗枝
jouga_maya,条河麻耶
jill_stingray,ジル・スティングレイ
alisa_(girls_und_panzer),アリサ(ガールズ&パンツァー)
tsurumaki_kokoro,弦巻こころ
bradamante_(fate),ブラダマンテ(Fate)
island_fox_(kemono_friends),キツネ(けものフレンズ)
cu_chulainn_(caster)_(fate),クー・フーリン(キャスター)(Fate)
mejiro_ardan_(umamusume),メジロアルダン(ウマ娘)
eirika_(fire_emblem),エイリーク(ファイアーエムブレム)
natsuiro_matsuri_(1st_costume),夏色まつり(1st衣装)
malenia_blade_of_miquella,マレニア・ブレード・オブ・ミケラ
tarnished_(elden_ring),褪せ人(エルデンリング)
la_pluma_(arknights),ラ・プルマ(アークナイツ)
roboco-san,ロボ子さん
pyra_(pro_swimmer)_(xenoblade),ホムラ(競泳)(ゼノブレイド)
chiyoda_(kancolle),千代田(艦これ)
konoe_kanata,近江彼方
aris_(maid)_(blue_archive),アリス(メイド)(ブルーアーカイブ)
mikazuki_(kancolle),三日月(艦これ)
yumeno_himiko,夢野秘密子
amami_rantaro,天海蘭太郎
akashi_(azur_lane),明石(アズールレーン)
iori_(swimsuit)_(blue_archive),イオリ(水着)(ブルーアーカイブ)
rx-78-2,RX-78-2
seiren_(suite_precure),セイレーン(スイートプリキュア)
takamori_aiko,高森藍子
acerola_(pokemon),アセロラ(ポケモン)
mococo_abyssgard_(1st_costume),モココ・アビスガード(1st衣装)
hagoromo_lala,羽衣ララ
sinclair_(project_moon),シンクレア(Project Moon)
diego_brando,ディエゴ・ブランドー
sans,サンズ
cosmog,コスモッグ
neo_politan,ネオ・ポリタン
ling_(arknights),リン(アークナイツ)
rainbow_mika,レインボー・ミカ
shirogane_noel_(casual),白銀ノエル(私服)
nekomata_okayu_(oversized_shirt),猫又おかゆ(オーバーサイズのシャツ)
fuwawa_abyssgard_(1st_costume),フワワ・アビスガード(1st衣装)
zack_fair,ザックス・フェア
nibutani_shinka,丹生谷森夏
nenohi_(kancolle),子日(艦これ)
saijo_juri,西城樹里
sukoya_kana,健屋花那
yamagishi_fuuka,山岸風花
chrom_(fire_emblem),クロム(ファイアーエムブレム)
kikyou_(blue_archive),キキョウ(ブルーアーカイブ)
kaiou_michiru,海王みちる
nyarlathotep_(nyaruko-san),ニャルラトホテプ(ニャル子さん)
yang_guifei_(second_ascension)_(fate),楊貴妃(第二再臨)(Fate)
anna_(frozen),アナ(アナと雪の女王)
ibuki_(blue_archive),イブキ(ブルーアーカイブ)
iwakura_lain,岩倉玲音
fighter_(granblue_fantasy),ファイター(グランブルーファンタジー)
alolan_vulpix,アローラロコン
sakura_chiyo,佐倉千代
feater_(arknights),フィアター(アークナイツ)
eunectes_(arknights),ユーネクテス(アークナイツ)
cure_sunny,キュアサニー
usada_hikaru,宇佐田ヒカル
kaine_(nier),カイネ(ニーア)
ookami_mio_(1st_costume),大神ミオ(1st衣装)
kasumigaoka_utaha,霞ヶ丘詩羽
don_quixote_(project_moon),ドン・キホーテ(Project Moon)
ingo_(pokemon),ノボリ(ポケモン)
kido_tsubomi,木戸つぼみ
mifune_miyu,三船美優
isshiki_iroha,一色いろは
iruma_miu,入間美兎
yamamura_sadako,山村貞子
izuna_(swimsuit)_(blue_archive),イズナ(水着)(ブルーアーカイブ)
kiki_(majo_no_takkyuubin),キキ(魔女の宅急便)
shirabe_ako,調辺アコ
nagisa_(blue_archive),ナギサ(ブルーアーカイブ)
grusha_(pokemon),グルーシャ(ポケモン)
lambdadelta,ラムダデルタ
takoluka,たこルカ
arare_(kancolle),荒潮(艦これ)
harukaze_(kancolle),春風(艦これ)
kirishima_touka,霧嶋董香
yoshizawa_kasumi,芳澤かすみ
asakaze_(kancolle),朝風(艦これ)
gekota,ゲコ太
kisaragi_(azur_lane),如月(アズールレーン)
mori_calliope_(1st_costume),森カリオペ(1st衣装)
keqing_(opulent_splendor)_(genshin_impact),刻晴(衣装)(原神)
araragi_tsukihi,阿良々木月火
