Tag(English),Tag(Japanese),Count
double_vertical_stripe,二重の縦縞,7
yuzuriha_inori,楪いのり,7
collared_jacket,カラー付きジャケット,7
white_hood,白いフード,7
byleth_(fire_emblem),ベレト（ファイアーエムブレム）,7
single_pauldron,片方肩当て,7
narrow_waist,くびれ,7
ikazuchi_(kancolle),雷（艦これ）,7
orange_sweater,オレンジのセーター,7
hooded_track_jacket,フード付きのトラックジャケット,7
superhero,スーパーヒーロー,7
belly,お腹,7
kos-mos,KOS-MOS,7
lightning_bolt_hair_ornament,稲妻の髪飾り,7
color_connection,色の関連,6
walkie-talkie,トランシーバー,6
oomuro_sakurako,大室櫻子,6
sextuplets,六つ子,6
i-class_destroyer,i級駆逐艦,6
kiso_(kancolle),木曽（艦これ）,6
takei_hisa,竹井久,6
rimuru_tempest,リムル・テンペスト,6
low-tied_sidelocks,低く結んだサイドロック,6
mario,マリオ,6
enma_ai,閻魔あい,6
confession,告白,6
houjuu_nue,封獣ぬえ,6
floating_weapon,浮いている武器,6
clothed_male_nude_male,服を着た男性と裸の男性,6
purple_butterfly,紫色の蝶,6
penises_touching,ペニスが触れ合う,6
minami_kotori,南ことり,6
tassel_earrings,房イヤリング,6
tokusatsu,特撮,6
kakyoin_noriaki,花京院典明,6
multicolored_wings,多色の翼,6
collared_coat,襟付きコート,6
broken_chain,壊れた鎖,6
holding_with_feet,足で持つ,6
serval_(kemono_friends),サーバル（けものフレンズ）,6
micaiah_(fire_emblem),ミカヤ(ファイアーエムブレム),6
unworn_socks,未使用靴下,6
holding_flag,旗を持っている,6
tamaki_iroha,環いろは,6
excalibur_(fate/stay_night),エクスカリバー(Fate),6
popped_button,はじけたボタン,6
drill_sidelocks,ドリルサイドテール,6
tiger_girl,虎娘,6
borrowed_character,借用キャラ,6
lying_on_lap,膝の上に横たわる,6
floating_cape,浮いているケープ,6
hammann_(azur_lane),ハムマン(アズールレーン),6
ise_(kancolle),伊勢（艦これ）,6
watanabe_you,渡辺曜,6
eye_of_horus,ホルスの目,6
holding_cross,十字架を持つ,6
lyrics,歌詞,6
lyrica_prismriver,リリカ・プリズムリバー,6
spider_girl,蜘蛛少女,6
polar_bear,ホッキョクグマ,6
cello,チェロ,6
talking,話して,6
dyed_bangs,染めた前髪,6
weight_conscious,体重を気にする,6
runny_nose,鼻水,6
animification,動物化,6
holding_branch,枝を持つ,6
official_alternate_hair_length,公式別髪長,6
converse,コンバース,6
acrylic_paint_(medium),アクリル絵の具,6
jolly_roger,ジョリーロジャー,6
oozora_subaru,大空スバル,6
space_helmet,宇宙ヘルメット,6
traditional_youkai,伝統的妖怪,6
aki_shizuha,秋静葉,6
ticket,チケット,6
dvd_cover,DVDのカバー,6
tsukino_mito,月ノ美兎,6
higuchi_kaede,樋口楓,6
kisaragi_shintarou,如月シンタロー,6
tickling_armpits,脇の下をくすぐる,6
jacket_lift,ジャケットを上げる,6
kirijou_mitsuru,桐条美鶴,6
squirrel_tail,リス尻尾,6
hiryuu_(kancolle),飛龍（艦これ）,6
shinsengumi,新選組,6
lily_white,リリーホワイト,6
kuroshio_(kancolle),黒潮(艦これ),6
tube_dress,チューブドレス,6
medium_dress,ミディ丈ドレス,6
battle_rifle,バトルライフル,6
kouzuki_kallen,紅月カレン,6
newhalf,ニューハーフ,6
kibito_high_school_uniform,樹人高等学校制服,6
archer_(fate),アーチャー（Fate）,6
large_bow,大きなリボン,6
whip_sword,鞭剣,6
karin_(bunny)_(blue_archive),カリン（バニー）（ブルーアーカイブ）,6
goat_horns,ヤギの角,6
inline_skates,インラインスケート,6
firelock,火縄銃,6
light_machine_gun,軽機関銃,6
bullet_hole,弾痕,6
tengu-geta,天狗下駄,6
fine_art_parody,名画パロディ,6
kagerou_(kancolle),陽炎（艦これ）,6
ninomiya_asuka,二宮飛鳥,6
sitting_on_shoulder,肩に座る,6
too_literal,文字通りすぎる,6
dilation_tape,拡張テープ,6
facepalm,フェイスパーム,6
skateboard,スケートボード,6
patch,パッチ,6
holding_sack,袋を持っている,6
starry_sky_print,星空柄,6
holding_own_foot,自分の足を持つ,6
bib,よだれかけ,6
letty_whiterock,レティ・ホワイトロック,6
steampunk,スチームパンク,6
trick_or_treat,トリックオアトリート,6
hat_belt,帽子のベルト,6
poi,ポイ,6
brown_fur,茶色の毛皮,6
no_wings,翼なし,6
bird_on_head,頭上の鳥,6
beatrice_(umineko),ベアトリーチェ（うみねこのなく頃に）,6
blood_bag,血液バッグ,6
matsuno_todomatsu,松野トド松,6
alice_cartelet,アリス・カータレット,6
friends,友達,6
yuubari_(kancolle),夕張（艦これ）,6
wrapped_candy,包み紙のキャンディー,6
mizuhashi_parsee,水橋パルスィ,6
ushio_(kancolle),潮（艦これ）,6
akashi_(azur_lane),明石(アズールレーン),6
fake_cover,偽造カバー,6
cousins,いとこ,6
arare_(kancolle),荒潮(艦これ),6
ears_through_headwear,頭装具貫通耳,6
black_veil,黒いベール,6
pelt,毛皮,6
4others,他4人,6
fubuki_(kancolle),吹雪（艦これ）,6
purple_umbrella,紫の傘,6
sleeveless_coat,ノースリーブコート,6
miracle_mallet,打ち出の小槌,6
wiping_sweat,汗を拭う,6
pegasus,ペガサス,6
black_bag,黒いカバン,6
owl,フクロウ,6
sideways_glance,横目,6
kon_kanaho,今叶星,6
yuno_(hidamari_sketch),ゆの(ひだまりスケッチ),5
striker_unit,ストライカーユニット,5
covered_clitoris,覆われたクリトリス,5
clown,ピエロ,5
cinnamoroll,シナモロール,5
tsunomaki_watame,角巻わため,5
blank_stare,虚ろな視線,5
clitoral_hood,陰核包皮,5
angora_rabbit,アンゴラウサギ,5
2016,2016年,5
circle_skirt,サークルスカート,5
spoken_expression,言葉の表現,5
amiya_(arknights),アーミヤ（アークナイツ）,5
tsab_ground_military_uniform,TSAB陸上軍事制服,5
ammunition,弾薬,5
oversized_breast_cup,大きすぎるブラカップ,5
clownfish,カクレクマノミ,5
mogami_(kancolle),最上（艦これ）,5
pig_ears,豚の耳,5
blue_sclera,青い強膜,5
ball_and_chain_restraint,ボールとチェーンの拘束具,5
fourth_wall,第四の壁,5
mizuno_ami,水野亜美,5
torpedo,魚雷,5
reinforce_zwei,リインフォースⅡ,5
harusame_(kancolle),春雨（艦これ）,5
full-body_tattoo,全身入れ墨,5
nakasu_kasumi,中須かすみ,5
blue_tail,青い尻尾,5
ayatsuji_tsukasa,絢辻詞,5
kagamihara_nadeshiko,各務原なでしこ,5
mole_on_ass,尻のほくろ,5
futami_mami,双海真美,5
red_fur,赤い毛皮,5
german_clothes,ドイツ服,5
mole_on_thigh,太もものほくろ,5
flame-tipped_tail,炎先端の尾,5
agrias_oaks,アグリアス・オークス,5
hoshino_fumina,星野ふみな,5
fellatio_gesture,フェラチオの仕草,5
tainaka_ritsu,田井中律,5
hoshiguma_yuugi,星熊勇儀,5
ak-12_(girls'_frontline),AK-12(ドールズフロントライン),5
fish_tail,魚の尾,5
pale_color,淡い色,5
sailor,セーラー服,5
kagiyama_hina,鍵山雛,5
saigusa_haruka,彩瀬はるか,5
bartz_klauser,バッツ・クラウザー,5
hatoba_tsugu,鳩羽つぐ,5
flexing,筋肉自慢,5
misty_(pokemon),カスミ（ポケモン）,5
hooded_robe,フード付きローブ,5
flower_in_mouth,口に花,5
tanigaki_genjirou,谷垣源次郎,5
liquid,液体,5
purple_robe,紫のローブ,5
holding_head,頭を抱える,5
arrow_through_heart,心臓を貫く矢,5
karin_(blue_archive),カリン（ブルーアーカイブ）,5
kitakami_(kancolle),北上（艦これ）,5
lipstick_mark,口紅跡,5
handstand,逆立ち,5
groin_tendon,股間の腱,5
gumi,GUMI,5
klein_moretti,クライン・モレッティ,5
kise_yayoi,黄瀬やよい,5
wanted,指名手配,5
asashio_kai_ni_(kancolle),朝潮改二(艦これ),5
warspite_(kancolle),ウォースパイト（艦これ）,5
arthropod_limbs,節足動物の肢,5
hand_on_own_ear,自分の耳に手を当てる,5
hand_wraps,ハンドラップ,5
titan_(shingeki_no_kyojin),巨人(進撃の巨人),5
yamato_(kancolle),大和（艦これ）,5
adjusting_headwear,頭装具調整,5
kiana_kaslana,キアナ・カスラナ,5
zuikaku_(kancolle),瑞鶴（艦これ）,5
torn_jacket,破れたジャケット,5
bud,芽,5
raising_heart,レイジングハート,5
link,リンク,5
glove_bow,手袋のリボン,5
kasumi_(kancolle),霞（艦これ）,5
army,軍隊,5
racecar,レースカー,5
goatee_stubble,やぎひげの青あご,5
monsterification,怪物化,5
holding_mirror,鏡を持つ,5
pushing_away,押しやる,5
nagara_(kancolle),長良(艦これ),5
brown_sash,茶色のサッシュ,5
unusually_open_eyes,異常に開いた目,5
uni_(neptunia),ユニ(ネプテューヌ),5
wizard,ウィザード,5
kyouka_(princess_connect!),キョウカ(プリンセスコネクト!),5
lying_on_water,水面に横たわる,5
nyarlathotep_(nyaruko-san),ニャルラトホテプ(ニャル子さん),5
shokuhou_misaki,食蜂操祈,5
belt_collar,ベルトカラー,5
micro_panties,極小パンティ,5
ibuki_suika,伊吹萃香,5
shirase_sakuya,白瀬咲耶,5
ehoumaki,恵方巻,5
shimakaze_(kancolle),島風（艦これ）,5
unworn_goggles,着用していないゴーグル,5
elin,エリン,5
oshino_shinobu,忍野忍,5
jug_(bottle),水差し（ボトル）,5
announcement_celebration,発表記念,5
2023,2023年,5
cowboy_boots,カウボーイブーツ,5
pink_pantyhose,ピンクのパンスト,5
tying,結び,5
cu_chulainn_(fate),クー・フーリン（Fate）,5
impossible_dress,不可能なドレス,5
impossible_bodysuit,不可能なボディスーツ,5
nenohi_(kancolle),子日(艦これ),5
uncommon_stimulation,珍しい刺激,5
ak-47,AK-47,5
maya_(kancolle),摩耶（艦これ）,5
2b_(nier:automata),2B（ニーア オートマタ）,5
delinquent,不良,5
levi_(shingeki_no_kyojin),リヴァイ(進撃の巨人),5
bicorne,二角帽子,5
dirndl,ディアンドル,5
transparent_umbrella,透明傘,5
lunasa_prismriver,ルナサ・プリズムリバー,5
police_car,パトカー,5
araki_hirohiko_(style),荒木飛呂彦 (スタイル),5
houjou_satoko,北条沙都子,5
usami_sumireko,宇佐見菫子,5
minamoto_no_raikou_(fate),源頼光（Fate）,5
oversized_limbs,大きすぎる手足,5
see-through_swimsuit,透ける水着,5
senbei,せんべい,5
hu_tao_(genshin_impact),胡桃（原神）,5
ushiromiya_battler,右代宮戦人,5
seto_kousuke,瀬戸幸助,5
cartoon_bone,漫画の骨,5
hayasaka_mirei,早坂美玲,5
kurodani_yamame,黒谷ヤマメ,5
z23_(azur_lane),Z23(アズールレーン),5
carapace,甲羅,5
kumoi_ichirin,雲居一輪,5
huge_moon,巨大な月,5
mifune_miyu,三船美優,5
oboro_(kancolle),朧（艦これ）,4
kururugi_suzaku,枢木スザク,4
bowl_hat,ボウルハット,4
long_braid,長い三つ編み,4
christmas_present,クリスマスプレゼント,4
kako_(kancolle),加古(艦これ),4
living_clothes,生きた服,4
takebe_saori,武部沙織,4
load_bearing_vest,装弾ベスト,4
tricorne,三角帽子,4
maikaze_(kancolle),舞風(艦これ),4
makise_kurisu,牧瀬紅莉栖,4
toned_male,筋肉質な男性,4
choukai_(kancolle),鳥海(艦これ),4
yuuki_(princess_connect!),ユウキ(プリンセスコネクト!),4
kabuto_(helmet),兜 (ヘルメット),4
nelson_(kancolle),ネルソン(艦これ),4
nipple_jewelry,ニップルジュエリー,4
noire_(neptunia),ノワール(ネプテューヌ),4
blue_cloak,青マント,4
teardrop_facial_mark,涙型顔マーク,4
symmetry,対称,4
lute_(instrument),リュート (楽器),4
boko_(girls_und_panzer),ボコ（ガールズ&パンツァー）,4
novel_cover,小説の表紙,4
lizard,トカゲ,4
zuikaku_(azur_lane),瑞鶴(アズールレーン),4
zodiac,十二宮,4
stray_pubic_hair,はみ出た陰毛,4
2009,2009年,4
white_tiger,白い虎,4
borrowed_clothes,借り物の服,4
blue-tinted_eyewear,青味がかった眼鏡,4
bubble_tea_challenge,バブルティーチャレンジ,4
taihou_(enraptured_companion)_(azur_lane),大鳳(春の誘惑)(アズールレーン),4
chikuma_(kancolle),筑摩(艦これ),4
suzukaze_(kancolle),涼風(艦これ),4
jojo_pose,ジョジョ立ち,4
thick_arms,太い腕,4
blue_male_underwear,青い男性用下着,4
suppressor,サプレッサー,4
single_detached_sleeve,片方だけの袖,4
greatsword,大剣,4
holding_magnifying_glass,虫眼鏡を持つ,4
2koma,2コマ漫画,4
gourd,ひょうたん,4
holding_mop,モップを持つ,4
queen_(chess),クイーン (チェス),4
digitigrade,趾行性,4
animal_on_hand,手に動物,4
igarashi_kyoko,五十嵐響子,4
medium_bangs,中前髪,4
queen_elizabeth_(azur_lane),クイーン・エリザベス(アズールレーン),4
greco-roman_clothes,ギリシャ・ローマ風衣装,4
side_cape,サイドケープ,4
goat,ヤギ,4
monster_energy,モンスターエナジー,4
glove_biting,手袋を噛む,4
adjusting_panties,パンティーを調整する,4
i-58_(kancolle),伊58（艦これ）,4
i-19_(kancolle),伊19（艦これ）,4
hyuuga_(kancolle),日向（艦これ）,4
shouhou_(kancolle),祥鳳(艦これ),4
monk,修道士,4
animal_feet,動物の足,4
perfume_bottle,香水瓶,4
matsuno_ichimatsu,松野一松,4
puppet_strings,操り糸,4
purple-tinted_eyewear,紫がかった眼鏡,4
yellow_wings,黄色い翼,4
grey_cape,灰色のケープ,4
pennant,ペナント,4
orange-tinted_eyewear,オレンジ色眼鏡,4
penis_size_difference,陰茎のサイズ差,4
sleep_mask,睡眠マスク,4
gilles_de_rais_(caster)_(fate),ジル・ド・レェ(キャスター)(Fate),4
witch_(madoka_magica),魔女（魔法少女まどか☆マギカ）,4
green_tail,緑色の尻尾,4
moth,ガ,4
nagae_iku,永江衣玖,4
naganami_(kancolle),長波（艦これ）,4
green_fire,緑色の炎,4
orange_bodysuit,オレンジボディスーツ,4
skin-covered_horns,皮膚に覆われた角,4
mechanic,メカニック,4
holding_lipstick_tube,口紅のチューブを持つ,4
bat_print,コウモリ模様,4
sendai_(kancolle),神通（艦これ）,4
frilled_hat,フリル帽,4
selfcest,自己相姦,4
self-harm,自傷行為,4
eyeshadow,アイシャドウ,4
ri-class_heavy_cruiser,リ級重巡洋艦,4
nakano_nino,中野二乃,4
rice_hat,笠,4
anya_(spy_x_family),アーニャ・フォージャー,4
flower_tattoo,花の入れ墨,4
houshou_marine,宝鐘マリン,4
flower_over_eye,片目に花,4
flower_on_head,頭の花,4
sailor_collar_lift,セーラーカラーを持ち上げる,4
saihara_shuichi,最原終一,4
safety_glasses,安全メガネ,4
sadism,サディズム,4
horizontal_pupils,横長瞳孔,4
ru-class_battleship,ル級戦艦,4
palm_leaf,ヤシの葉,4
hooves,蹄,4
furigana,ふりがな,4
reclining,もたれかかって,4
gesugao,ゲス顔,4
nata_(tool),なた (道具),4
gekkoukan_high_school_uniform,月光館学園制服,4
aqua_headwear,アクア色頭装具,4
red_cross,赤十字,4
keyhole,鍵穴,4
unworn_bag,未使用バッグ,4
shinjou_akane,新条アカネ,4
ornament,飾り,4
detached_wings,分離した翼,4
shigure_(kancolle),時雨（艦これ）,4
sheryl_nome,シェリル・ノーム,4
kuroki_tomoko,黒木智子,4
holding_strap,ストラップ保持,4
mmm_threesome,mmmスリーサム,4
mikazuki_(kancolle),三日月(艦これ),4
eva_01,エヴァ初号機,4
mikuma_(kancolle),三隈(艦これ),4
huge_bow,巨大リボン,4
frilled_jacket,フリルのジャケット,4
male_underwear_pull,男性の下着を引っ張る,4
layered_kimono,重ね着の着物,4
cow_print_bikini,牛柄ビキニ,4
ooshio_(kancolle),大潮(艦これ),4
yukikaze_(kancolle),雪風（艦これ）,4
murakumo_(kancolle),叢雲（艦これ）,4
spear_the_gungnir,槍グングニル,4
power_(chainsaw_man),パワー（チェンソーマン）,4
multiple_4koma,複数4コマ,4
half_mask,半面マスク,4
heart_in_eye,目のハート,4
kinugasa_(kancolle),衣笠(艦これ),4
hanasakigawa_school_uniform,花咲川女子学園の制服,4
heart_maebari,ハートの前張り,4
power_suit,パワードスーツ,4
layered_shirt,重ね着シャツ,4
hickey,キスマーク,4
on_railing,手すりの上,4
2018,2018年,4
multiple_monochrome,複数のモノクロ,4
hand_tattoo,手の入れ墨,4
piano_keys,ピアノの鍵盤,4
pickaxe,つるはし,4
irisviel_von_einzbern,アイリスフィール・フォン・アインツベルン,4
onbashira,御柱,4
starfish_hair_ornament,ヒトデの髪飾り,4
multicolored_shirt,多色シャツ,4
prostitution,売春,4
ok_sign,OKサイン,4
ammunition_belt,弾薬ベルト,4
kisume,キスメ,4
strap,ストラップ,4
typo,誤字,4
white_mage,白魔道士,4
yo-yo,ヨーヨー,4
bishop_(chess),ビショップ (チェス),4
crime_prevention_buzzer,防犯ブザー,4
prehensile_hair,巻きつく髪,4
hatsukaze_(kancolle),初風(艦これ),4
head_on_head,頭に頭,4
squirrel_girl,リス娘,4
isokaze_(kancolle),磯風（艦これ）,4
kisaragi_(kancolle),如月（艦これ）,4
soviet,ソビエト,4
agano_(kancolle),阿賀野(艦これ),4
2020,2020年,4
yuri_sakazaki,ユリ・サカザキ,4
print_bow,プリントリボン,4
print_scarf,柄スカーフ,4
prison_clothes,囚人服,4
tatsuta_(kancolle),龍田（艦これ）,3
pixiv_username,pixivユーザー名,3
heart_of_string,紐のハート,3
regina_(dokidoki!_precure),レジーナ(ドキドキ!プリキュア),3
holding_balloon,風船を持っている,3
frilled_cuffs,フリルカフス,3
lop_rabbit_ears,ロップウサギの耳,3
hatsuharu_(kancolle),初春(艦これ),3
backless_swimsuit,背中の開いた水着,3
butterfly_tattoo,蝶のタトゥー,3
holding_toothbrush,歯ブラシを持つ,3
happy_new_year,あけましておめでとう,3
holding_bell,ベルを持つ,3
pink_bag,ピンクのバッグ,3
hooded_vest,フード付きベスト,3
bandolier,弾帯,3
roundel,ラウンデル,3
hip_focus,腰に焦点,3
western_comics_(style),西洋コミック (スタイル),3
himemori_luna,姫森ルーナ,3
arch_bishop_(ragnarok_online),アークビショップ(ラグナロクオンライン),3
honma_meiko,本間芽衣子,3
camilla_(fire_emblem),カミラ(ファイアーエムブレム),3
cameo,カメオ出演,3
robin_(female)_(fire_emblem),ルフレ(女)(ファイアーエムブレム),3
flower_necklace,花のネックレス,3
zero_suit,ゼロスーツ,3
hikawa_hina,氷川日菜,3
holding_vegetable,野菜を持っている,3
high_priest_(ragnarok_online),ハイプリースト(ラグナロクオンライン),3
tanikaze_(kancolle),谷風(艦これ),3
kaenbyou_rin_(cat),火焔猫燐（猫）,3
2010,2010年,3
aria_company_uniform,アリアカンパニー制服,3
2008,2008,3
food_on_head,頭上の食べ物,3
holding_with_tail,尻尾で持つ,3
footwear_ribbon,履物のリボン,3
forced_smile,引きつった笑顔,3
byleth_(female)_(fire_emblem),ベレス（ファイアーエムブレム）,3
miyu_edelfelt,美遊・エーデルフェルト,3
mizunashi_akari,水無灯里,3
kisaragi_(azur_lane),如月(アズールレーン),3
yamashiro_(kancolle),山城（艦これ）,3
hand_on_own_leg,自分の脚に手,3
hand_on_own_forehead,自分の額に手を置く,3
after_masturbation,マストurbation後,3
brown_wings,茶色の翼,3
monster_hunter_(character),モンスターハンター（キャラクター）,3
gold_bracelet,金のブレスレット,3
aru_(blue_archive),アル（ブルーアーカイブ）,3
akiyama_yukari,秋山優花里,3
adventurer_(ff11),冒険者（FF11）,3
hakos_baelz,ハコス・ベールズ,3
body_armor,ボディアーマー,3
gold_footwear,金色の履物,3
clefairy,ピッピ,3
glowing_tattoo,光るタトゥー,3
hair_tie_in_mouth,口にヘアタイ,3
morishima_haruka,森島はるか,3
kijin_seija,鬼人正邪,3
ashford_academy_school_uniform,アッシュフォード学園の制服,3
gunblade,ガンブレード,3
mutsu_(kancolle),陸奥（艦これ）,3
kitauji_high_school_uniform,北宇治高校制服,3
group_picture,集合写真,3
lip_piercing,唇ピアス,3
pentacle,五芒星,3
bronya_zaychik,ブローニャ・ザイツェク,3
arachne,アラクネ,3
kita_ikuyo,喜多郁代,3
gardevoir,サーナイト,3
nakagawa_natsuki,中川菜月,3
armin_arlert,アルミン・アルレルト,3
fur_cape,毛皮のケープ,3
red_pantyhose,赤いパンスト,3
haruna_(kancolle),榛名（艦これ）,3
kagami_mochi,鏡餅,3
red_oni,赤鬼,3
ayase_eli,絢瀬絵里,3
fusou_(kancolle),扶桑（艦これ）,3
holding_scroll,巻物を持つ,3
plume,羽飾り,3
grey_horns,灰色の角,3
vira_(granblue_fantasy),ヴィーラ(グランブルーファンタジー),3
fumizuki_(kancolle),文月(艦これ),3
ayanami_(azur_lane),綾波（アズールレーン）,3
poke_ball_(basic),モンスターボール（基本）,3
body_markings,身体模様,3
bulbasaur,フシギダネ,3
pola_(kancolle),ポーラ（艦これ）,3
glass_bottle,ガラス瓶,3
budget_sarashi,簡易さらし,3
holding_coin,コインを持つ,3
ram_(re:zero),ラム（Re:ゼロ）,3
kirishima_touka,霧嶋董香,3
bodice,ボディス,3
volcano,火山,3
raiden_shogun,雷電将軍,3
single_strap,片側ストラップ,3
m16,M16,3
irys_(hololive),IRyS（ホロライブ）,3
chaps,チャップス,3
chiyoda_(kancolle),千代田(艦これ),3
chitose_(kancolle),千歳(艦これ),3
surrounded,囲まれた,3
single_gauntlet,片手ガントレット,3
wingull,キャモメ,3
natsuiro_matsuri,夏色まつり,3
single_stripe,一本線,3
corrin_(female)_(fire_emblem),カムイ（女）（ファイアーエムブレム）,3
orange_cape,オレンジ色のケープ,3
jingei_(kancolle),迅鯨(艦これ),3
horikawa_raiko,堀川雷鼓,3
denji_(chainsaw_man),デンジ（チェンソーマン）,3
bike_shorts_under_shorts,ショートパンツの下のバイクショーツ,3
animal_nose,動物の鼻,3
united_kingdom_(hetalia),イギリス(ヘタリア),3
metamoran_vest,メタモランベスト,3
eagle,鷲,3
joseph_joestar,ジョセフ・ジョースター,3
duckling,アヒルの子,3
native_american,ネイティブアメリカン,3
white_tube_top,白のチューブトップ,3
springfield_(girls'_frontline),スプリングフィールド（ドールズフロントライン）,3
yuigaoka_school_uniform,結ヶ丘女子高等学校の制服,3
dawn_(pokemon),ヒカリ（ポケモン）,3
orange_sleeves,オレンジ色の袖,3
content_rating,コンテンツレーティング,3
chainmail,チェインメイル,3
merlin_prismriver,メルラン・プリズムリバー,3
natori_(kancolle),名取(艦これ),3
drawing_sword,剣を抜く,3
dragonfly,トンボ,3
maru-yu_(kancolle),まるゆ(艦これ),3
jeanne_d'arc_(fate),ジャンヌ・ダルク（Fate）,3
in_cup,カップの中,3
two-tone_fur,二色毛皮,3
subaru_nakajima,スバル・ナカジマ,3
jeanne_d'arc_(ruler)_(fate),ジャンヌ・ダルク（ルーラー）（Fate）,3
yoko_littner,ヨーコ・リットナー,3
master_sword,マスターソード,3
angela_(project_moon),アンジェラ(Project Moon),3
snail,カタツムリ,3
covering_nipples,乳首を覆う,3
mast,マスト,3
mascot,マスコット,3
spanish_text,スペイン語のテキスト,3
ootachi,大太刀,3
covering_with_blanket,毛布で覆う,3
chest_jewel,胸の宝石,3
ookami_mio,大神ミオ,3
iowa_(kancolle),アイオワ（艦これ）,3
amamiya_kokoro,天宮こころ,3
bilingual,バイリンガル,3
karyl_(princess_connect!),キャル（プリンセスコネクト！）,3
2019,2019年,3
yuuki_makoto_(persona_3),結城理（ペルソナ3）,3
slaine_troyard,スレイン・トロイヤード,3
sleep_bubble,眠りの泡,3
mayano_top_gun_(umamusume),マヤノトップガン(ウマ娘),3
squall_leonhart,スコール・レオンハート,3
curled_up,丸まる,3
magazine_cover,雑誌表紙,3
nazrin,ナズーリン,3
ange_katrina,アンジュ・カトリーナ,3
kasodani_kyouko,幽谷響子,3
ultimate_madoka,アルティメットまどか,3
splattershot_(splatoon),スプラッターショット（スプラトゥーン）,3
leather_pants,レザーパンツ,3
tactical_clothes,戦術服,3
carrying_person,人を抱える,3
uryuu_ryuunosuke,雨竜龍之介,3
abuse,虐待,3
koyama_yuzu,小山柚子,3
failure,失敗,3
bayonet,銃剣,3
itsumi_erika,逸見エリカ,3
fairy_(sao),妖精(SAO),3
kaburagi_t._kotetsu,鏑木・T・虎徹,3
school_emblem,校章,3
star_wand,星の杖,3
fanning_self,うちわで扇ぐ,3
hoshizora_miyuki,星空みゆき,3
minato_aqua,湊あくあ,3
hungry,空腹,3
yura_(kancolle),由良（艦これ）,3
makigumo_(kancolle),巻雲（艦これ）,3
satonaka_chie,里中千枝,3
female_goblin,女性ゴブリン,3
tsundere,ツンデレ,3
fiery_wings,燃える翼,3
aozaki_aoko,蒼崎青子,3
sakugawa_school_uniform,桜川学園制服,3
blue_fur,青い毛皮,3
horned_helmet,角付きヘルメット,3
sailor_senshi_uniform,セーラー戦士制服,3
male_maid,男のメイド,3
karakasa_obake,から傘お化け,3
barnaby_brooks_jr.,バーナビー・ブルックスJr.,3
senjougahara_hitagi,戦場ヶ原ひたぎ,3
hunter_(bloodborne),狩人(ブラッドボーン),3
ear_wiggle,耳をピクピク,3
blue_bag,青バッグ,3
squirtle,ゼニガメ,3
shikigami,式神,3
left-to-right_manga,左開き漫画,3
shiki_eiki,四季映姫,3
bee,ハチ,3
bear_tail,クマの尻尾,3
sheep_girl,羊娘,3
kurokawa_eren,黒川エレン,3
chrysanthemum,菊,3
naoetsu_high_school_uniform,直江津高校制服,3
anchor_print,錨プリント,3
urakaze_(kancolle),浦風（艦これ）,3
setsubun,節分,3
shanghai_doll,上海人形,3
chun-li,春麗,3
yukinoshita_yukino,雪ノ下雪乃,3
erika_(pokemon),エリカ(ポケモン),3
nanashi_mumei,七詩ムメイ,3
watson_amelia,ワトソン・アメリア,2
1970s_(style),1970年代（スタイル）,2
toramaru_shou,寅丸星,2
black_garter_belt,黒ガーターベルト,2
weiss_schnee,ワイス・シュニー,2
white_rabbit_(alice_in_wonderland),白うさぎ(不思議の国のアリス),2
white_sky,白い空,2
ammunition_pouch,弾薬ポーチ,2
art_nouveau,アールヌーボー,2
zundamon,ずんだもん,2
tsukino_mito_(1st_costume),月ノ美兎(初期衣装),2
aragaki_ayase,新垣あやせ,2
watermelon_slice,スイカの一切れ,2
an-94_(girls'_frontline),AN-94(ドールズフロントライン),2
age_comparison,年齢比較,2
yusa_kozue,遊佐こずえ,2
black_heart_(neptunia),ブラックハート(ネプテューヌ),2
artist_self-insert,作者の自投影,2
affectionate,愛情のこもった,2
arms_between_legs,脚の間に腕,2
watatsuki_no_yorihime,綿月依姫,2
2013,2013年,2
anchor_hair_ornament,錨髪飾り,2
trigram,八卦,2
weapon_bag,武器バッグ,2
yunyun_(konosuba),ゆんゆん(このすば),2
artist_logo,作家ロゴ,2
alternate_form,代替形態,2
\n/,\n/,2
blue_tongue,青い舌,2
unworn_coat,着ていないコート,2
white_day,ホワイトデー,2
aki_minoriko,秋穣子,2
zuihou_(kancolle),瑞鳳（艦これ）,2
backless_leotard,背抜きレオタード,2
unzan,雲山,2
yellow-tinted_eyewear,黄色がかった眼鏡,2
white-framed_eyewear,ホワイトフレーム眼鏡,2
2007,2007,2
wo-class_aircraft_carrier,ヲ級,2
balancing,バランスを取る,2
yellow_fur,黄色の毛皮,2
whisker_markings,ひげ模様,2
april_fools,エイプリルフール,2
adapted_turret,改造タレット,2
banana_peel,バナナの皮,2
verniy_(kancolle),ヴェールヌイ（艦これ）,2
white_bag,白バッグ,2
alphonse_elric,アルフォンス・エルリック,2
uzumaki_naruto,うずまきナルト,2
yellow_bag,黄色バッグ,2
blue_halo,青い後光,2
blue_robe,青いローブ,2
blue_horns,青い角,2
tracen_school_uniform,トライセン学園制服,2
bandaid_on_forehead,額に絆創膏,2
bare_pectorals,むき出しの胸,2
bird_ears,鳥耳,2
yor_briar,ヨル・ブライア,2
yuugumo_(kancolle),夕雲（艦これ）,2
asakura_toru,浅倉透,2
