Tag(English),Tag(Japanese)
voile,ボイル
volcano,火山
volleyball,バレーボール
volleyball_uniform,バレーボール制服
voyakiloid,ボヤキロイド
vyrn_(granblue_fantasy),ヴィルン(グランブルーファンタジー)
w,W字
w_arms,W字腕
wa2000_(girls'_frontline),WA2000(少女前線)
wa_lolita,和風ロリータ
wa_maid,和風メイド
wading,浅瀬歩き
wading_pool,水遊びプール
wagashi,和菓子
waist_apron,腰エプロン
waist_bow,腰リボン
waist_cape,腰ケープ
waistcoat,ベスト
waitress,ウェイトレス
wakamezake,若芽酒
waking_up,目覚め
walk-in,ウォークイン
walking,歩いている
walking_on_liquid,液体の上を歩く
wall,壁
wall_clock,壁掛け時計
wall_of_text,テキストの壁
walther,ワルサー
wand,杖
war,戦争
wardrobe_malfunction,ワードローブ・マルファンクション
wariza,割座
warship,軍艦
warspite_(kancolle),ウォースパイト(艦隊これくしょん)
washing,洗濯中
washing_machine,洗濯機
watatsuki_no_yorihime,綿月依姫
watch,腕時計
water,水
water_bottle,水筒
water_drop,水滴
water_gun,水鉄砲
watercolor_(medium),水彩(媒体)
watercraft,水上艇
waterfall,滝
watering_can,じょうろ
watermark,ウォーターマーク
watermelon,スイカ
watermelon_bar,スイカバー
watson_amelia,ワトソン・アメリア
waver_velvet,ウェイバー・ベルベット
waves,波
waving,手を振る
wavy_hair,ウェーブヘア
wavy_mouth,波状の口
weapon,武器
weapon_over_shoulder,肩にかけた武器
web_address,ウェブアドレス
wedding,結婚式
wedding_band,結婚指輪
wedding_dress,ウェディングドレス
wedding_ring,結婚指輪
wedgie,ウェジー
werewolf,狼男
wet,濡れている
wet_clothes,濡れた服
wet_dress,濡れたドレス
wet_hair,濡れた髪
wet_panties,濡れたパンティー
wet_shirt,濡れたシャツ
wet_swimsuit,濡れた水着
wetsuit,ウェットスーツ
whale,クジラ
what,何
wheat,小麦
wheel,車輪
wheelchair,車椅子
whip,鞭
whip_marks,鞭の跡
whipped_cream,ホイップクリーム
whisk,泡立て器
whisker_markings,ひげ模様
whiskers,ひげ
whiskey,ウィスキー
whistle,ホイッスル
white-framed_eyewear,白枠メガネ
white_apron,白エプロン
white_background,白背景
white_belt,白ベルト
white_bikini,白ビキニ
white_blood_cell_(hataraku_saibou),白血球(はたらく細胞)
white_bloomers,白ブルマ
white_blouse,白ブラウス
white_bodysuit,白ボディスーツ
white_border,白枠
white_bow,白リボン
white_bra,白ブラジャー
white_butterfly,白い蝶
white_camisole,白キャミソール
white_cape,白ケープ
white_capelet,白ケープレット
white_cardigan,白カーディガン
white_cat,白猫
white_choker,白チョーカー
white_coat,白コート
white_collar,白カラー
white_dress,白ドレス
white_eyes,白目
white_feathers,白い羽
white_flower,白い花
white_footwear,白い履物
white_fur,白い毛皮
white_gloves,白手袋
white_hair,白髪
white_hairband,白ヘアバンド
white_headwear,白頭飾り
white_hoodie,白フーディー
white_jacket,白ジャケット
white_kimono,白着物
white_legwear,白脚衣
white_leotard,白レオタード
white_male_underwear,男性用白下着
white_neckerchief,白ネッカチーフ
white_neckwear,白首飾り
white_outline,白輪郭
white_panties,白パンティー
white_pants,白パンツ
white_rabbit_(alice_in_wonderland),白ウサギ(不思議の国のアリス)
white_ribbon,白リボン
white_robe,白ローブ
white_rose,白バラ
white_sailor_collar,白セーラーカラー
white_scarf,白スカーフ
white_scrunchie,白スクランチ
white_shirt,白シャツ
white_shorts,白ショーツ
white_skin,白い肌
white_skirt,白スカート
white_sleeves,白い袖
white_snake,白蛇
white_sweater,白セーター
white_swimsuit,白水着
white_tank_top,白タンクトップ
white_theme,白テーマ
white_tiger,白虎
white_umbrella,白傘
white_wings,白い翼
wide-eyed,見開いた目
wide_face,広い顔
wide_ponytail,幅広ポニーテール
wide_shot,ワイドショット
wide_sleeves,広い袖
wide_spread_legs,大きく開いた脚
widescreen,ワイドスクリーン
widowmaker_(overwatch),ウィドウメイカー(オーバーウォッチ)
wife_and_wife,妻と妻
wince,ひるむ
wind,風
wind_chime,風鈴
wind_lift,風で持ち上がる
wind_turbine,風力タービン
windmill,風車
window,窓
window_shade,ブラインド
windowsill,窓辺
wine,ワイン
wine_bottle,ワインボトル
wine_glass,ワイングラス
wing_collar,ウィングカラー
wing_ears,翼耳
wing_hair_ornament,翼髪飾り
winged_arms,翼の生えた腕
winged_footwear,翼の生えた靴
wings,翼
winter,冬
winter_clothes,冬服
winter_coat,冬コート
wiping_face,顔を拭う
wiping_tears,涙を拭う
wire,針金
wisteria,藤
witch,魔女
witch_hat,魔女帽
wizard_hat,魔法使い帽
wolf,狼
wolf_ears,狼耳
wolf_tail,狼尾
wood,木
wooden_bucket,木製バケツ
wooden_fence,木の柵
wooden_floor,木の床
wooden_horse,木馬
wooden_sword,木刀
wooden_table,木のテーブル
wooden_wall,木の壁
worried,心配そう
wreath,花輪
wrench,レンチ
wrestling_ring,レスリングリング
wriggle_nightbug,莉格露・ナイトバグ
wringing_clothes,服を絞る
wrinkled_skin,しわの肌
wrist_cuffs,手首カフス
wrist_ribbon,手首リボン
wrist_scrunchie,手首スクランチ
wrist_wrap,リストラップ
wristband,リストバンド
wristwatch,腕時計
writing,書いている
x-ray,X線
x3,X3
x_hair_ornament,X髪飾り
xd,XD
yae_sakura,八重桜
yagami_hayate,八神はやて
yagasuri,矢絣
yagokoro_eirin,八意永琳
yakumo_ran,八雲藍
yakumo_yukari,八雲紫
yamada_aoi,山田葵
yamagishi_fuuka,山岸風花
yamamura_sadako,山村貞子
yamashiro_(azur_lane),山城(アズールレーン)
yamashiro_(kancolle),山城(艦隊これくしょん)
yamato-no-kami_yasusada,山姥切国広
yana_(chihuri),ヤナ(ちゅり)
yandere,ヤンデレ
yandere_trance,ヤンデレトランス状態
yang_xiao_long,ヤン・シャオロン
yaoi,ヤオイ
yarn,毛糸
yarn_ball,毛糸玉
yasaka_kanako,八坂神奈子
yasogami_school_uniform,八十神高校制服
yawning,あくび
yazawa_nico,矢澤にこ
year_of_the_ox,丑年
year_of_the_rooster,酉年
yellow-framed_eyewear,黄枠メガネ
yellow_apron,黄エプロン
yellow_background,黄背景
yellow_bikini,黄ビキニ
yellow_bodysuit,黄ボディスーツ
yellow_bow,黄リボン
yellow_bowtie,黄蝶ネクタイ
yellow_bra,黄ブラジャー
yellow_butterfly,黄色い蝶
yellow_cardigan,黄カーディガン
yellow_choker,黄チョーカー
yellow_dress,黄ドレス
yellow_eyes,黄色い目
yellow_flower,黄色い花
yellow_footwear,黄色い履物
yellow_hairband,黄ヘアバンド
yellow_headwear,黄頭飾り
yellow_hoodie,黄フーディー
yellow_jacket,黄ジャケット
yellow_kimono,黄着物
yellow_legwear,黄脚衣
yellow_leotard,黄レオタード
yellow_nails,黄色い爪
yellow_neckerchief,黄ネッカチーフ
yellow_necktie,黄ネクタイ
yellow_neckwear,黄首飾り
yellow_panties,黄パンティー
yellow_pants,黄パンツ
yellow_raincoat,黄レインコート
yellow_ribbon,黄リボン
yellow_rose,黄色いバラ
yellow_scarf,黄スカーフ
yellow_sclera,黄色い強膜
yellow_scrunchie,黄スクランチ
yellow_shirt,黄シャツ
yellow_shorts,黄ショーツ
yellow_skirt,黄スカート
yellow_sky,黄色い空
yellow_sweater,黄セーター
yellow_swimsuit,黄水着
yellow_theme,黄テーマ
yellow_vest,黄ベスト
yellow_wings,黄色い翼
yes,はい
yes-no_pillow,はい・いいえ枕
yin_(darker_than_black),銀(ダークァー)
yin_yang,陰陽
yin_yang_orb,陰陽玉
yoko_littner,ヨーコ・リットナー
yokoyama_nao,横山奈緒
yokozuwari,横座り
yoshida_yuuko_(machikado_mazoku),吉田優子(まちカドまぞく)
yoshikawa_chinatsu,吉川ちなつ
yotsuba_alice,四葉アリス
younger,年下
youtube,YouTube
yowane_haku,弱音ハク
yugake,弓懸
yui_(angel_beats!),ユイ(エンジェルビーツ！)
yuigahama_yui,由比ヶ浜結衣
yukata,浴衣
yuki_miku,雪ミク
yukihana_lamy,雪花ラミィ
yukikaze_(kancolle),雪風(艦隊これくしょん)
yukine_chris,雪音クリス
yukinoshita_yukino,雪ノ下雪乃
yukkuri_shiteitte_ne,ゆっくりしていってね
yumehara_nozomi,夢原のぞみ
yumeko_(touhou),夢子(東方)
yumemi_riamu,夢見りあむ
yumizuka_satsuki,弓塚さつき
yuno_(hidamari_sketch),ゆの(ひだまりスケッチ)
yunomi,湯呑み
yuri,百合
yuri_(angel_beats!),ユリ(エンジェルビーツ！)
yuubari_(kancolle),夕張(艦隊これくしょん)
yuudachi_(azur_lane),夕立(アズールレーン)
yuudachi_(kancolle),夕立(艦隊これくしょん)
yuuki_makoto,結城誠
yuuki_mikan,結城美柑
yuzuhara_konomi,柚原このみ
yuzuki_choco,癒月ちょこ
yuzuki_yukari,柚木梨紗
z1_leberecht_maass_(kancolle),Z1レーベレヒト・マース(艦隊これくしょん)
z23_(azur_lane),Z23(アズールレーン)
zabuton,座布団
zettai_ryouiki,絶対領域
zipper,ジッパー
zipper_pull_tab,ジッパープルタブ
zombie,ゾンビ
zoom_layer,ズームレイヤー
zouri,草履
zuihou_(kancolle),瑞鳳(艦隊これくしょん)
zuikaku_(kancolle),瑞鶴(艦隊これくしょん)
zzz,グーグー
black_keys_(type-moon),黒鍵(タイプムーン)
breast_rest,胸を休める
breasts_on_head,頭上に乳房
chandelier,シャンデリア
kashima_(kancolle),鹿島(艦隊これくしょん)
kashiwazaki_sena,柏崎星奈
kasodani_kyouko,幽谷響子
purple_sky,紫の空
torn_dress,破れたドレス
|_|,|_|
||_||,||_||
2015,2015年
2017,2017年
2020,2020年
2k-tan,2k-tan
:|,|:
abigail_williams_(fate),アビゲイル・ウィリアムズ(Fate)
ad,広告
adapted_uniform,改造制服
aegis_(persona),アイギス(Persona)
aerith_gainsborough,エアリス・ゲインズブール
age_comparison,年齢比較
age_progression,年齢進行
agrias_oaks,アグリアス・オークス
ahri,アリ
aida_mana,相田マナ
aino_minako,愛野美奈子
ainu_clothes,アイヌ衣装
airship,飛行船
ajirogasa,網代笠
ak-12_(girls'_frontline),AK-12(少女前線)
akagi_miria,赤城みりあ
akatsuki_(naruto),暁(ナルト)
akiyama_yukari,秋山優花里
alastor_(shakugan_no_shana),アラストール(灼眼のシャナ)
albedo_(overlord),アルベド(オーバーロード)
alice_margatroid_(pc-98),アリス・マーガトロイド(PC-98)
alice_zuberg,アリス・ツーベルク
alisa_(girls_und_panzer),アリサ(ガールズ&パンツァー)
alolan_vulpix,アローラロコン
alpha_signature,α署名
alphonse_elric,アルフォンス・エルリック
alternate_hair_color,代替髪色
alternate_hair_length,代替髪の長さ
alternate_headwear,代替頭飾り
alternate_legwear,代替脚衣
alternate_universe,代替宇宙
amagi_(azur_lane),天城(アズールレーン)
amagi_yukiko,天城雪子
amatsukaze_(kancolle),天津風(艦隊これくしょん)
ambiguous_gender,曖昧な性別
american_flag_dress,アメリカ国旗ドレス
ammunition,弾薬
anal_hair,肛門周りの毛
anastasia_(fate),アナスタシア(Fate)
android_18,人造人間18号
android_21,人造人間21号
anegasaki_nene,姉ヶ崎寧々
ange_(princess_principal),アンジェ(プリンセス・プリンシパル)
anglerfish,アンコウ
animal_ear_legwear,動物耳脚衣
annie_leonhardt,アニ・レオンハート
aono_miki,青野美希
aqua_(konosuba),アクア(この素晴らしい世界に祝福を!)
aqua_bowtie,水色蝶ネクタイ
aqua_gloves,水色手袋
arabian_clothes,アラビアン衣装
aragaki_ayase,新垣あやせ
arisugawa_natsuha,有栖川夏葉
ark_royal_(kancolle),アークロイヤル(艦隊これくしょん)
arle_nadja,アルル・ナジャ
arm_hair,腕の毛
armpit_hair,脇毛
art_nouveau,アールヌーヴォー
artist_logo,作家ロゴ
artist_self-insert,作家の自己投影
artoria_pendragon_(lancer_alter)_(fate),アルトリア・ペンドラゴン(ランサーオルタ)(Fate)
asakura_tooru,朝倉徹
ash_ketchum,サトシ
ashford_academy_uniform,アッシュフォード学園制服
ashigara_(kancolle),足柄(艦隊これくしょん)
asian,アジア人
ass_shake,尻振り
ass_support,尻サポート
asymmetrical_gloves,非対称手袋
atalanta_(fate),アタランテ(Fate)
atlanta_(kancolle),アトランタ(艦隊これくしょん)
autobot,オートボット
azura_(fire_emblem),アクア(ファイアーエムブレム)
background_text,背景テキスト
baggy_pants,バギーパンツ
balancing,バランス
ballpoint_pen_(medium),ボールペン(画材)
baltimore_(azur_lane),ボルチモア(アズールレーン)
bar_stool,バースツール
bare_pectorals,むき出し胸筋
bayonet,銃剣
bayonetta,ベヨネッタ
bea_(pokemon),サイトウ(ポケモン)
bean_bag_chair,ビーンバッグチェア
beatrix_(granblue_fantasy),ベアトリクス(グランブルーファンタジー)
behind-the-head_headphones,頭後部ヘッドホン
beige_background,ベージュ背景
belldandy,ベルダンディ
belly,お腹
berry_(pokemon),きのみ(ポケモン)
between_pectorals,胸筋の間
bianca_(dq5),ビアンカ(DQ5)
big_hair,ビッグヘア
bikini_bottom_removed,ビキニボトム脱ぎ
bismarck_(kancolle),ビスマルク(艦隊これくしょん)
biwa_lute,琵琶
black_blouse,黒ブラウス
black_buruma,黒ブルマ
black_cardigan,黒カーディガン
black_pubic_hair,黒陰毛
blade,刃
blind,ブラインド
blowing,吹く
blue_ascot,青アスコット
blue_coat,青コート
blue_oak,青オーク
blue_sleeves,青袖
blue_slime,青スライム
boa_hancock,ボア・ハンコック
body_armor,ボディアーマー
bodystocking,ボディストッキング
book_hug,本抱擁
boots_removed,ブーツ脱ぎ
borrowed_character,借り物キャラ
borrowed_garments,借り物衣装
bow_legwear,ボウ脚衣
bowler_hat,山高帽
boxing_gloves,ボクシンググローブ
boy_sandwich,少年サンドイッチ
bralines,ブラライン
breast_conscious,胸意識
breast_curtains,胸カーテン
brendan_(pokemon),ユウキ(ポケモン)
bright_pupils,明るい瞳
brown_bikini,茶ビキニ
brown_cape,茶ケープ
brown_fur,茶毛皮
brown_nails,茶爪
brown_necktie,茶ネクタイ
brown_sailor_collar,茶セーラー襟
bubble_skirt,バブルスカート
buck_teeth,出っ歯
bunny_hat,バニーハット
bus,バス
button_badge,ボタンバッジ
button_eyes,ボタン目
butz_klauser,バッツ・クラウザー
c.c.,C.C.
cabinet,キャビネット
calligraphy_brush_(medium),筆(画材)
camilla_(fire_emblem),カミラ(ファイアーエムブレム)
caro_ru_lushe,カロ・ル・ルシェ
cat_boy,猫少年
cat_costume,猫コスチューム
cat_day,猫の日
cat_ear_legwear,猫耳脚衣
cecilia_alcott,セシリア・アルコット
centaur,ケンタウロス
cephalopod_eyes,頭足類目
champion_uniform,チャンピオン制服
chandelure,シャンデラ
character_signature,キャラ署名
cheek_press,頬押し
chemise,シュミーズ
chibi_usa,ちびうさ
chikorita,チコリータ
chun-li,春麗
cigar,葉巻
circle_skirt,サークルスカート
clapping,拍手
clitoral_hood,陰核包皮
clog_sandals,クロッグサンダル
closed_fan,閉じた扇子
cloth,布
clothes_between_breasts,胸間の衣服
clothes_theft,衣服窃盗
cloud_print,雲模様
cloud_strife,クラウド・ストライフ
coattails,燕尾
collage,コラージュ
color_connection,色連結
color_trace,色トレース
colorado_(kancolle),コロラド(艦隊これくしょん)
colored_pubic_hair,色陰毛
colored_tips,カラーティップ
comforting,慰める
commandant_teste_(kancolle),コマンダン・テスト(艦隊これくしょん)
contrapposto,コントラポスト
convenient_arm,便利な腕
corrin_(fire_emblem),カムイ(ファイアーエムブレム)
corrin_(fire_emblem)_(female),カムイ(女)(ファイアーエムブレム)
corrin_(fire_emblem)_(male),カムイ(男)(ファイアーエムブレム)
corruption,堕落
counter,カウンター
cover_image,表紙画像
covered_collarbone,隠れた鎖骨
covering_nipples,乳首隠し
covering_one_eye,片目隠し
crane_(machine),クレーン(機械)
crate,木箱
crescent_earrings,三日月イヤリング
crescent_facial_mark,三日月顔印
crescent_hat_ornament,三日月帽子飾り
crossed_bangs,クロスバング
crowbar,バール
crystal_earrings,水晶イヤリング
crystal_hair,水晶髪
cu_chulainn_(fate/stay_night),クー・フーリン(Fate/stay night)
cure_heart,キュアハート
cure_pine,キュアパイン
cure_rhythm,キュアリズム
cursive,筆記体
curvy,曲線的
cutting_hair,髪切り
cynthia_(pokemon),シロナ(ポケモン)
danua,ダヌア
dark_aura,闇オーラ
dark_background,暗い背景
dark_blue_hair,濃紺髪
dark_persona,闇ペルソナ
debt,借金
decepticon,ディセプティコン
diamond-shaped_pupils,菱形瞳孔
diamond_(gemstone),ダイヤモンド(宝石)
diarmuid_ua_duibhne_(lancer)_(fate),ディルムッド・オディナ(Fate)
diego_brando,ディエゴ・ブランドー
digimon_(creature),デジモン(生物)
dildo_riding,ディルド騎乗
dinosaur,恐竜
dissolving,溶解
djeeta_(granblue_fantasy),ジータ(グランブルーファンタジー)
doujima_nanako,堂島菜々子
drawing_sword,剣抜き
dressing_another,着せ替え
drill_locks,ドリルロック
drugs,薬物
drum_set,ドラムセット
drumsticks,ドラムスティック
duel_monster,デュエルモンスター
dumbbell,ダンベル
ear_biting,耳噛み
ear_covers,耳カバー
ear_protection,耳保護
ear_wiggle,耳動かし
easter,イースター
easter_egg,イースターエッグ
edward_elric,エドワード・エルリック
egyptian,エジプト風
ehoumaki,恵方巻
electric_plug,電気プラグ
electric_socket,コンセント
elite_ii_(arknights),エリートII(アークナイツ)
ema,絵馬
emoticon,顔文字
endou_mamoru,遠矢航
enemy_aircraft_(kancolle),敵機(艦隊これくしょん)
energy_wings,エネルギーの翼
enkidu_(fate),エルキドゥ(Fate)
ereshkigal_(fate),エレシュキガル(Fate)
error,エラー
erune,エルーン
ethan_(pokemon),コウキ(ポケモン)
euphemia_li_britannia,ユーフェミア・リ・ブリタニア
eva_01,エヴァ初号機
excessive_pubic_hair,過剰陰毛
exercise,運動
eyebrow_piercing,眉ピアス
eyeshadow,アイシャドウ
eyewear_hang,眼鏡掛け
facepalm,額手
feather_hair,羽髪
felicia_(vampire),フェリシア(ヴァンパイア)
female_admiral_(kancolle),女性提督(艦隊これくしょん)
female_service_cap,女性制帽
fennec_(kemono_friends),フェネック(けものフレンズ)
fidgeting,そわそわ
fine_fabric_emphasis,細かい布地強調
finger_sucking,指しゃぶり
finger_to_face,指を顔に
fins,ヒレ
flexing,屈伸
flippers,足ヒレ
flonne,フロン
flower_bracelet,花ブレスレット
fluffy,ふわふわ
flute,フルート
flying_kick,飛び蹴り
folded_hair,折りたたみ髪
folding_chair,折りたたみ椅子
food-themed_clothes,食品テーマ衣装
foot_hold,足ホールド
forced_orgasm,強制絶頂
forked_eyebrows,二股眉毛
formidable_(azur_lane),フォーミダブル(アズールレーン)
frankenstein's_monster_(fate),フランケンシュタインの怪物(Fate)
freckles,そばかす
french_text,フランス語テキスト
frilled_hat,フリル帽子
frog_print,カエルプリント
fukuda_haru,福田はる
fukuzawa_yumi,福沢祐巳
funami_yui,船見結衣
furigana,ふりがな
fusou_(kancolle),扶桑(艦隊これくしょん)
futami_ami,双海亜美
futami_mami,双海真美
g36_(girls'_frontline),G36(少女前線)
gae_bolg_(fate),ゲイボルグ(Fate)
gaijin_4koma,外国人向け4コマ
ganaha_hibiki,我那覇響
gangut_(kancolle),ガングート(艦隊これくしょん)
ganyu_(genshin_impact),甘雨(原神)
gap_(touhou),隙間(東方)
garchomp,ガブリアス
gastly,ゴース
gathers,ギャザー
gawain_(fate),ガウェイン(Fate)
gem_uniform_(houseki_no_kuni),宝石制服(宝石の国)
genderswap_(ftm),性別転換(FTM)
genderswap_(mtf),性別転換(MTF)
german_text,ドイツ語テキスト
gesture,ジェスチャー
ghost_tail,幽霊尾
gilles_de_rais_(caster)_(fate),ジル・ド・レ(Fate)
gills,えら
ginga_nakajima,中島銀河
giorno_giovanna,ジョルノ・ジョバァーナ
gloria_(pokemon),ルリナ(ポケモン)
gokkun,ごっくん
gokotai,後藤田
gold_trim,金縁取り
gradient_legwear,グラデーション脚衣
graf_zeppelin_(azur_lane),グラーフ・ツェッペリン(アズールレーン)
gran_(granblue_fantasy),グラン(グランブルーファンタジー)
grecale_(kancolle),グレカーレ(艦隊これくしょん)
green_neckerchief,緑ネッカチーフ
grey_bow,灰色リボン
grey_cardigan,灰色カーディガン
grey_coat,灰色コート
grey_fur,灰色毛皮
grey_headwear,灰色頭飾り
grey_kimono,灰色着物
grey_neckwear,灰色首飾り
grey_ribbon,灰色リボン
grey_shorts,灰色ショーツ
grey_vest,灰色ベスト
groin_tendon,股間腱
hachikuji_mayoi,八九寺真宵
hacka_doll_3,ハッカドール3
hair_between_breasts,胸間の髪
hair_blowing,髪吹き
hair_brush,ヘアブラシ
hair_brushing,髪ブラッシング
hair_color_connection,髪色連結
hair_dryer,ヘアドライヤー
hakuo_school_uniform,白桜学園制服
hakurei_reimu_(cosplay),博麗霊夢(コスプレ)
hakurei_reimu_(pc-98),博麗霊夢(PC-98)
half_gloves,ハーフグローブ
hamanami_(kancolle),浜波(艦隊これくしょん)
hamaya,破魔矢
hammer,ハンマー
hanamura_yousuke,花村陽介
hanasaki_tsubomi,花咲つぼみ
hand_on_another's_back,背中に手
hand_on_head,頭に手
hand_on_lap,膝に手
hand_to_head,手を頭に
handkerchief,ハンカチ
hands_in_hair,髪に手
hands_in_opposite_sleeves,逆袖に手
hands_on_another's_shoulders,肩に手
hands_on_hilt,柄に手
hanekawa_tsubasa,羽川翼
hanfu,漢服
hanyuu,羽入
hardhat,ヘルメット
hatching_(texture),ハッチング(質感)
hatoba_tsugu,鳩羽つぐ
hatsuharu_(kancolle),初春(艦隊これくしょん)
hatsune_miku_(cosplay),初音ミク(コスプレ)
hatsuzuki_(kancolle),初月(艦隊これくしょん)
hayami_kanade,早見奏
hazama,狭間
hei_(darker_than_black),黒(ダークer than BLACK)
helena_blavatsky_(fate),エレーナ・ブラヴァツキー(Fate)
helm,ヘルム
heracles_(fate),ヘラクレス(Fate)
heshikiri_hasebe,へし切長谷部
hestia_(danmachi),ヘスティア(ダンまち)
hidden_face,隠れた顔
higashi_setsuna,東せつな
higashikata_josuke,東方仗助
high_collar,ハイカラー
hilbert_(pokemon),トウヤ(ポケモン)
hina_ichigo,雛苺
hinata_hajime,日向創
hinatsuru_ai,雛鶴あい
hirasawa_ui,平沢憂
hk416_(girls'_frontline),HK416(少女前線)
holding_hammer,ハンマー保持
holding_helmet,ヘルメット保持
holding_jacket,ジャケット保持
holding_lantern,ランタン保持
holding_needle,針保持
holding_pipe,パイプ保持
holding_pizza,ピザ保持
holding_poke_ball,モンスターボール保持
holding_scythe,大鎌保持
holding_shield,盾保持
holding_stick,棒保持
holding_syringe,注射器保持
holstered_weapon,ホルスター武器
honma_meiko,本間芽衣子
hooded_track_jacket,フード付きトラックジャケット
horikawa_raiko,堀川雷鼓
horizontal_pupils,横長瞳孔
horn_ribbon,角リボン
horned_helmet,角付き兜
horns_through_headwear,帽子突き抜け角
horse_penis,馬の陰茎
horse_tail,馬の尾
houjou_hibiki,北条響
houjou_satoko,北条沙都子
hourai_doll,蓬莱人形
huang_lingyin,黄鈴音
huge_bow,巨大リボン
huge_nipples,巨大乳首
hyuuga_hinata,日向ヒナタ
i-401_(kancolle),伊401(艦隊これくしょん)
ibara_mayaka,伊原摩耶花
ibuki_(street_fighter),いぶき(ストリートファイター)
ibuki_tsubasa,伊吹翼
ichigo_hitofuri,一期一振
ifrit_(arknights),イフリータ(アークナイツ)
ike_(fire_emblem),アイク(ファイアーエムブレム)
ima-no-tsurugi,今剣
implied_fellatio,暗示フェラチオ
implied_futanari,暗示ふたなり
impossible_bodysuit,不可能ボディスーツ
in_cup,カップ内
in_palm,手のひら内
ink,インク
inkwell,インク壺
inoue_orihime,井上織姫
insignia,記章
intrepid_(kancolle),イントレピッド(艦隊これくしょん)
irako_(kancolle),伊良湖(艦隊これくしょん)
iskandar_(fate),イスカンダル(Fate)
isokaze_(kancolle),磯風(艦隊これくしょん)
isonami_(kancolle),磯波(艦隊これくしょん)
isuzu_(kancolle),五十鈴(艦隊これくしょん)
ivan_karelin,イワン・カレリン
jackal_ears,ジャッカルの耳
jacket_around_waist,腰巻きジャケット
jacket_over_swimsuit,水着の上ジャケット
jakuzure_nonon,蛇崩なのん
jervis_(kancolle),ジャーヴィス(艦隊これくしょん)
jeweled_branch_of_hourai,蓬莱玉枝
jiangshi,キョンシー
jill_stingray,ジル・スティングレイ
jimiko,地味子
jojo_pose,ジョジョ立ち
joystick,ジョイスティック
judith_(tales),ジュディス(テイルズ)
jumpsuit,ジャンプスーツ
kadotani_anzu,門谷菜津
kaguya_luna,かぐやルナ
kaiou_michiru,海王みちる
kairi_(kingdom_hearts),カイリ(キングダムハーツ)
kaku_seiga,霍青娥
kal'tsit_(arknights),ケルシー(アークナイツ)
kaleidostick,カレイドスティック
kamina_shades,カミナサングラス
kamio_reiji_(yua),神尾レイジ(結愛)
kaneki_ken,金木研
kanroji_mitsuri,甘露寺蜜璃
kanzuki_karin,神月かりん
kappa,河童
kariginu,狩衣
kashino_(azur_lane),樫野(アズールレーン)
kashuu_kiyomitsu,加州清光
katou_megumi,加藤恵
katsuragi_misato,葛城ミサト
kawashima_ami,川島亜美
kawashima_momo,川島モモ
kazano_hiori,風野ひおり
keebo,キーボ
keizoku_school_uniform,恵属学園制服
keqing_(genshin_impact),刻晴(原神)
kesa,袈裟
kettle,ケトル
kibina_high_school_uniform,樹々奈高校制服
kine,カイネ
kirigiri_kyouko,霧切響子
kirito_(sao-ggo),キリト(SAO-GGO)
kishibe_rohan,岸辺露伴
kishinami_hakuno_(female),岸波白野(女性)
kissing_hand,手へのキス
kitashirakawa_tamako,北白川たまこ
kitauji_high_school_uniform,北宇治高校制服
kitsune,狐
kiwame_(touken_ranbu),極(刀剣乱舞)
kiyosumi_school_uniform,清澄学園制服
klee_(genshin_impact),クレー(原神)
knight,騎士
kobayakawa_rinko,小早川凛子
kobayashi_(maidragon),小林(小林さんちのメイドラゴン)
kogal,コギャル
kogitsunemaru,小狐丸
koizumi_itsuki,古泉一樹
komano_aunn,高野あうん
kongou_(aoki_hagane_no_arpeggio),コンゴウ(蒼き鋼のアルペジオ)
konohagakure_symbol,木ノ葉隠れの里シンボル
kote,小手
kousaka_kyousuke,高坂京介
kousaka_reina,高坂麗奈
kuga_natsuki,玖我なつき
kujikawa_rise,久慈川りせ
kumano_(kancolle),熊野(艦隊これくしょん)
kuradoberi_jam,蔵土縁紗夢
kuriyama_mirai,栗山未来
kuroki_tomoko,黒木智子
kuromorimine_military_uniform,黒森峰軍服
kururugi_suzaku,枢木スザク
kusanagi_motoko,草薙素子
kyuubi,九尾
lace-trimmed_hairband,レース縁取りヘアバンド
lace_gloves,レース手袋
lala_satalin_deviluke,ララ・サタリン・デビルーク
lance_(pokemon),ハルカ(ポケモン)
lanyard,ランヤード
large_tail,大きな尾
large_testicles,大きな睾丸
layered_clothing,重ね着
leafeon,リーフィア
leather_boots,レザーブーツ
leather_jacket,レザージャケット
left-to-right_manga,左から右マンガ
leg_between_thighs,太もも間の脚
leg_hair,脚の毛
leonardo_da_vinci_(fate),レオナルド・ダ・ヴィンチ(Fate)
libeccio_(kancolle),リベッチオ(艦隊これくしょん)
light_blush,薄い赤面
light_bulb,電球
light_frown,薄い眉間のしわ
light_purple_eyes,薄紫の目
lillian_girls'_academy_uniform,リリアン女学園制服
link,リンク
lip_biting,唇噛み
liquid,液体
lisa_(genshin_impact),リサ(原神)
lisbeth,リズベット
littorio_(kancolle),リットリオ(艦隊これくしょん)
lizard_tail,トカゲの尾
load_bearing_vest,装弾ベスト
logo_parody,ロゴパロディ
look-alike,似顔
loose_necktie,緩いネクタイ
lord_el-melloi_ii,ロード・エルメロイII世
low_twin_braids,低いツインテール
lube,潤滑油
lucario,ルカリオ
lucas_(pokemon),コウキ(ポケモン)
lucy_heartfilia,ルーシィ・ハートフィリア
